,gene,label,ST
1716,SH3GL3,OLs,1.07119995e-05
1239,OSMR,NRPs_like_SHHb1,1.062734e-05
1076,FGF13,ImmatureNeurons_like_SHHa3,1.060487e-05
1336,CDH18,NRPs_like_SHHb2,1.0522496e-05
1840,BMPER,OPCs_like_MYC1,1.0512107e-05
1284,DGKB,NRPs_like_SHHb1,1.0507752e-05
1053,FAM155A,ImmatureNeurons_like_SHHa3,1.0430691e-05
529,PRELID2,GRPs_like_TYR2,1.0374256e-05
2122,JAZF1,OPCs_like_MYC3,1.0353766e-05
882,LDB2,IPCs_like_SHHa2,1.0297091e-05
1651,ARAP2,OLs,1.02516615e-05
2764,DSCAM,Pre_OLs,1.0095447e-05
1276,KCNQ5,NRPs_like_SHHb1,1.0087909e-05
890,HCG17,IPCs_like_SHHa2,1.0066189e-05
1668,SLCO3A1,OLs,9.970835e-06
2265,NECTIN3,OPCs_like_MYC4,9.970781e-06
1267,NRG1,NRPs_like_SHHb1,9.948197e-06
2287,AP000787.1,OPCs_like_MYC4,9.851971e-06
909,XYLT1,IPCs_like_SHHa2,9.806512e-06
335,MYO16,GABAergic,9.800941e-06
1724,HDAC2-AS2,OLs,9.6611875e-06
947,POU6F2,IPCs_like_SHHa3,9.590789e-06
1732,UGT8,OLs,9.56778e-06
1771,KLHL32,OLs,9.48056e-06
1469,CDH12,NRPs_like_SHHb3,9.466304e-06
1766,MBP,OLs,9.44462e-06
1015,LINC01876,IPCs_like_SHHa5,9.417555e-06
2059,FNDC1,OPCs_like_MYC2,9.353319e-06
1598,KCNB1,NRPs_like_SHHb4,9.351062e-06
2239,TSBP1-AS1,OPCs_like_MYC4,9.235971e-06
636,OSBPL10,GRPs_like_TYR3,9.1581915e-06
1972,AC107223.1,OPCs_like_MYC2,9.145296e-06
1036,TMEM232,ImmatureNeurons_like_SHHa3,9.129101e-06
886,PTPRE,IPCs_like_SHHa2,9.125962e-06
2252,AL513166.1,OPCs_like_MYC4,9.068781e-06
315,ADARB2,GABAergic,9.058399e-06
1725,DOCK5,OLs,9.035006e-06
2696,EYA1,OPCs_like_MYC7,9.011464e-06
1132,RUNX1,Microglia,8.946227e-06
179,TMEM163,Dopaminergic,8.938306e-06
1101,MEF2C-AS2,ImmatureNeurons_like_SHHa3,8.908767e-06
122,BRINP1,Dopaminergic,8.8430215e-06
1410,KIAA0825,NRPs_like_SHHb3,8.8267325e-06
1924,ERVMER61-1,OPCs_like_MYC1,8.697037e-06
418,OCA2,GRPs_like_TYR1,8.688363e-06
1739,DNAJC6,OLs,8.5901165e-06
1212,MSR1,Microglia,8.588266e-06
324,XKR4,GABAergic,8.554847e-06
1678,PPP1R16B,OLs,8.497202e-06
2760,IL1RAP,Pre_OLs,8.480325e-06
2602,ECHDC2,OPCs_like_MYC7,8.454037e-06
1922,PRKG1,OPCs_like_MYC1,8.337655e-06
1175,CSGALNACT1,Microglia,8.308464e-06
2728,LINC00511,Pre_OLs,8.172241e-06
1741,CDK18,OLs,8.165144e-06
61,GRAMD2B,Astrocytes,8.045403e-06
328,HCN1,GABAergic,8.045247e-06
437,LINC01088,GRPs_like_TYR1,8.04385e-06
191,TTLL11,Dopaminergic,7.948705e-06
359,ST8SIA5,GABAergic,7.9392e-06
1945,TBX15,OPCs_like_MYC2,7.833149e-06
429,GRM8,GRPs_like_TYR1,7.796629e-06
2313,KCNC2,OPCs_like_MYC4,7.793774e-06
2709,HS6ST3,Pre_OLs,7.725854e-06
2194,SLC7A11-AS1,OPCs_like_MYC3,7.675445e-06
1104,SLC24A4,ImmatureNeurons_like_SHHa3,7.637828e-06
24,NTM,Astrocytes,7.631904e-06
1735,ANO4,OLs,7.6306005e-06
1588,KANK4,NRPs_like_SHHb4,7.6196043e-06
881,CHRM2,IPCs_like_SHHa2,7.6100855e-06
184,PLCXD3,Dopaminergic,7.464447e-06
2245,PRR16,OPCs_like_MYC4,7.4409677e-06
1909,CD36,OPCs_like_MYC1,7.4377876e-06
361,CACNA1D,GABAergic,7.424722e-06
2719,TMEM108,Pre_OLs,7.385307e-06
46,MAP3K5,Astrocytes,7.366853e-06
231,CADPS2,Dopaminergic,7.2906905e-06
209,FAM135B,Dopaminergic,7.2765242e-06
1688,LMCD1-AS1,OLs,7.2223093e-06
867,AC006001.2,IPCs_like_SHHa2,7.196845e-06
1215,MS4A6A,Microglia,7.193912e-06
204,KCND3,Dopaminergic,7.149526e-06
1715,ZNF536,OLs,7.134654e-06
78,RYR3,Astrocytes,7.1027935e-06
1713,AK5,OLs,7.099799e-06
2393,RORB,OPCs_like_MYC5,7.098396e-06
1401,LINC00513,NRPs_like_SHHb3,7.092477e-06
250,GRM4,Dopaminergic,7.069461e-06
491,KCTD16,GRPs_like_TYR2,7.05848e-06
2382,TNNT1,OPCs_like_MYC5,6.93838e-06
1896,STAMBPL1,OPCs_like_MYC1,6.927566e-06
239,MMP24,Dopaminergic,6.914188e-06
76,GFAP,Astrocytes,6.8746094e-06
1048,GABRG3,ImmatureNeurons_like_SHHa3,6.794404e-06
1173,SLC8A1,Microglia,6.7753126e-06
2048,C14orf39,OPCs_like_MYC2,6.6796906e-06
1161,KCNMA1,Microglia,6.5588065e-06
1596,INPP4B,NRPs_like_SHHb4,6.5113213e-06
693,CSMD1,Glutamatergic,6.496708e-06
1397,LRP1B,NRPs_like_SHHb3,6.4847477e-06
2732,GRIK3,Pre_OLs,6.42489e-06
2464,GLIS3,OPCs_like_MYC6,6.3145926e-06
445,MED12L,GRPs_like_TYR1,6.265046e-06
1279,AC105411.1,NRPs_like_SHHb1,6.249456e-06
1660,CPEB2,OLs,6.1724513e-06
1616,COL11A1,NRPs_like_SHHb4,6.168111e-06
1754,C10orf90,OLs,6.152407e-06
721,NETO1,Glutamatergic,5.94433e-06
347,RCAN2,GABAergic,5.9156355e-06
139,PLCB4,Dopaminergic,5.9006666e-06
1210,SYK,Microglia,5.8769956e-06
198,TBC1D8,Dopaminergic,5.8625988e-06
1213,SAMSN1,Microglia,5.808645e-06
1349,AC019197.1,NRPs_like_SHHb2,5.797494e-06
1698,SHROOM4,OLs,5.7694538e-06
200,SRRM4,Dopaminergic,5.732602e-06
1861,ANO3,OPCs_like_MYC1,5.6773492e-06
1582,CD226,NRPs_like_SHHb4,5.675303e-06
1310,KIAA1211,NRPs_like_SHHb2,5.5910477e-06
1541,ARHGAP6,NRPs_like_SHHb4,5.5553055e-06
2269,RANBP3L,OPCs_like_MYC4,5.5475807e-06
64,PCSK5,Astrocytes,5.5419064e-06
1714,VRK2,OLs,5.541652e-06
197,PCBP3,Dopaminergic,5.538373e-06
2218,RERGL,OPCs_like_MYC3,5.526398e-06
230,SH3GL2,Dopaminergic,5.4648763e-06
495,SUCLG2-AS1,GRPs_like_TYR2,5.455439e-06
232,IL16,Dopaminergic,5.4381185e-06
1467,GAS7,NRPs_like_SHHb3,5.3938684e-06
72,MGST1,Astrocytes,5.3929766e-06
2127,ATP8B1,OPCs_like_MYC3,5.2719097e-06
727,CHD5,Glutamatergic,5.1234424e-06
208,MICAL2,Dopaminergic,5.120129e-06
210,PTCHD1,Dopaminergic,5.1078237e-06
1443,AC100801.1,NRPs_like_SHHb3,5.089546e-06
399,NEK11,GRPs_like_TYR1,5.040134e-06
733,CAMK2A,Glutamatergic,4.8355446e-06
740,DLGAP2,Glutamatergic,4.7967383e-06
2177,DLGAP1,OPCs_like_MYC3,4.7783296e-06
243,GALNT9,Dopaminergic,4.7777417e-06
1425,KIAA1211L,NRPs_like_SHHb3,4.7747158e-06
1697,PEX5L,OLs,4.7746576e-06
2308,GUCY1A1,OPCs_like_MYC4,4.7519666e-06
260,ZNF385D,Dopaminergic,4.7371773e-06
2542,MET,OPCs_like_MYC6,4.6857763e-06
1815,LINC01473,OPCs_like_MYC1,4.678975e-06
2375,FAR2,OPCs_like_MYC5,4.5834927e-06
319,DGKI,GABAergic,4.582458e-06
1100,CDH8,ImmatureNeurons_like_SHHa3,4.5530423e-06
1640,SAMD12,OLs,4.3747737e-06
1088,CNTN3,ImmatureNeurons_like_SHHa3,4.3644604e-06
703,TMEM132D,Glutamatergic,4.225515e-06
1224,LRMDA,Microglia,4.222018e-06
1248,ATP13A4,NRPs_like_SHHb1,4.203625e-06
128,MYRIP,Dopaminergic,4.201196e-06
111,PTPRC,BMDM,4.1647695e-06
2720,GRIA3,Pre_OLs,4.1529843e-06
1105,THSD7B,ImmatureNeurons_like_SHHa3,4.0925765e-06
2203,ALDH1A2,OPCs_like_MYC3,4.0190916e-06
1604,LHX1,NRPs_like_SHHb4,4.0183636e-06
2185,METTL24,OPCs_like_MYC3,4.0054347e-06
1204,PIK3R5,Microglia,3.962517e-06
2292,AC023480.1,OPCs_like_MYC4,3.9577444e-06
1849,PWRN1,OPCs_like_MYC1,3.952993e-06
1325,RSPO2,NRPs_like_SHHb2,3.9527135e-06
1761,SLCO1A2,OLs,3.9158444e-06
135,GPR158,Dopaminergic,3.9032584e-06
180,NRG2,Dopaminergic,3.836508e-06
1097,STXBP5-AS1,ImmatureNeurons_like_SHHa3,3.836215e-06
255,KCNK1,Dopaminergic,3.8347457e-06
2520,SAMD3,OPCs_like_MYC6,3.828772e-06
434,RFX3-AS1,GRPs_like_TYR1,3.796974e-06
2314,CCSER1,OPCs_like_MYC4,3.7293605e-06
1290,NAALADL2,NRPs_like_SHHb2,3.7247416e-06
689,MCF2L2,Glutamatergic,3.7110344e-06
1073,CDH13,ImmatureNeurons_like_SHHa3,3.6898193e-06
706,GRM5,Glutamatergic,3.6100166e-06
609,LINC00598,GRPs_like_TYR2,3.565436e-06
1757,KIF6,OLs,3.527502e-06
354,SLC24A3,GABAergic,3.5203955e-06
1037,AC079781.5,ImmatureNeurons_like_SHHa3,3.5200733e-06
422,AC119673.2,GRPs_like_TYR1,3.4796383e-06
1500,AC103923.1,NRPs_like_SHHb4,3.4187165e-06
1014,MEOX2,IPCs_like_SHHa5,3.417883e-06
899,MACROD2,IPCs_like_SHHa2,3.4160892e-06
322,CLVS1,GABAergic,3.3871945e-06
457,AC009975.1,GRPs_like_TYR1,3.3745405e-06
2750,KCNIP1,Pre_OLs,3.3266747e-06
460,SV2C,GRPs_like_TYR1,3.307469e-06
1722,AL033523.1,OLs,3.26683e-06
925,AC233296.1,IPCs_like_SHHa2,3.2347148e-06
2700,ASTN1,Pre_OLs,3.2345613e-06
1911,MIR4300HG,OPCs_like_MYC1,3.2234193e-06
1524,ABCC3,NRPs_like_SHHb4,3.133265e-06
365,GRM1,GABAergic,3.0993517e-06
2543,SLC35F4,OPCs_like_MYC6,3.076517e-06
2033,VSNL1,OPCs_like_MYC2,3.0592496e-06
253,SV2B,Dopaminergic,3.0459378e-06
2101,AC008014.1,OPCs_like_MYC3,2.9757282e-06
1841,CNTN4,OPCs_like_MYC1,2.9742705e-06
110,SKAP1,BMDM,2.9606115e-06
145,STXBP5L,Dopaminergic,2.9604446e-06
2264,ZBTB20,OPCs_like_MYC4,2.9372754e-06
428,PLA2R1,GRPs_like_TYR1,2.8711277e-06
912,AC245187.2,IPCs_like_SHHa2,2.8380584e-06
227,DPF3,Dopaminergic,2.8261304e-06
2743,KCNMB2,Pre_OLs,2.7948342e-06
101,ARHGAP15,BMDM,2.7907122e-06
1859,CCDC178,OPCs_like_MYC1,2.7855388e-06
1752,KCNH8,OLs,2.7854244e-06
54,AQP4-AS1,Astrocytes,2.7625317e-06
